District,StreetBlock,LATITUDE_X,LONGITUDE_X,SNA_NEIGHBORHOOD,ShootID,RMS_No,Race,Sex,Age,Type,YearOccurred,DateOccurred,TimeOccurred,DateTimeOccured,COMMUNITY_COUNCIL_NEIGHBORHOOD
2,3000 Block of GILBERT AVE,39.1367,-84.4826,Walnut Hills,7094,2025-INC-012777,BLACK,MALE,40,FATAL,2025,20250628,223300,6/28/2025 10:33:00 PM,Walnut Hills
2,800 Block of OAK ST,39.1304,-84.4912,Walnut Hills,7091,2025-INC-012649,BLACK,MALE,32,NONFATAL,2025,20250627,124100,6/27/2025 12:41:00 PM,Walnut Hills
UNK,,,,,7089,2025-INC-012365,BLACK,MALE,31,NONFATAL,2025,20250624,010000,6/24/2025 1:00:00 AM,
3,1800 Block of HARBESON AV,39.2074,-84.553,College Hill,6641,249007510,BLACK,MALE,19,NONFATAL,2024,20240323,142000,3/23/2024 2:20:00 PM,College Hill
4,00 Block of KINGS RUN CT,39.177,-84.5109,Winton Hills,6645,249007202,BLACK,MALE,40,NONFATAL,2024,20240319,180900,3/19/2024 6:09:00 PM,Winton Hills
1,300 Block of PROBASCO ST,39.1351,-84.5205,CUF,6640,249007050,BLACK,MALE,26,NONFATAL,2024,20240318,030000,3/18/2024 3:00:00 AM,CUF - Heights
1,1700 Block of REPUBLIC ST,39.1139,-84.5177,Over-the-Rhine,6639,249006958,BLACK,MALE,31,NONFATAL,2024,20240317,041200,3/17/2024 4:12:00 AM,OTR
4,6700 Block of VAN KIRK AV,39.1922,-84.4851,Carthage,6638,249006849,HISPANIC,MALE,26,NONFATAL,2024,20240315,230000,3/15/2024 11:00:00 PM,Carthage
3,2300 Block of BALTIMORE AV,39.1505,-84.5615,East Westwood,6634,249006610,BLACK,MALE,26,NONFATAL,2024,20240313,163100,3/13/2024 4:31:00 PM,East Westwood
1,2400 Block of MAPLEWOOD AV,39.1262,-84.5047,Mt. Auburn,6635,249006584,BLACK,MALE,15,NONFATAL,2024,20240313,131000,3/13/2024 1:10:00 PM,Mount Auburn
4,600 Block of DUTCH COLONY DR,39.1893,-84.5124,Winton Hills,6636,249006622,BLACK,MALE,34,NONFATAL,2024,20240313,171000,3/13/2024 5:10:00 PM,Winton Hills
4,600 Block of DUTCH COLONY DR,39.1895,-84.5135,Winton Hills,6637,249006622,BLACK,FEMALE,11,NONFATAL,2024,20240313,171000,3/13/2024 5:10:00 PM,Winton Hills
4,7100 Block of EASTLAWN DR,39.1878,-84.4567,Roselawn,6633,249006395,HISPANIC,MALE,30,FATAL,2024,20240311,023900,3/11/2024 2:39:00 AM,Roselawn
4,6100 Block of JOYCE LN,39.1861,-84.4589,Roselawn,6630,249006245,BLACK,MALE,17,NONFATAL,2024,20240309,200000,3/9/2024 8:00:00 PM,Roselawn
3,2400 Block of SUNNYHILL DR,39.1548,-84.5606,Roll Hill,6629,249006087,BLACK,MALE,21,NONFATAL,2024,20240307,200000,3/7/2024 8:00:00 PM,Villages at Roll Hill
4,900 Block of BURTON AV,39.152,-84.4852,Avondale,6631,249006113,BLACK,FEMALE,42,FATAL,2024,20240307,231500,3/7/2024 11:15:00 PM,Avondale - North Avondale
4,900 Block of BURTON AV,39.1506,-84.4848,Avondale,6632,249006113,BLACK,MALE,22,NONFATAL,2024,20240307,231500,3/7/2024 11:15:00 PM,Avondale - North Avondale
1,1700 Block of VINE ST,39.1141,-84.5168,Over-the-Rhine,6627,249005796,BLACK,MALE,32,NONFATAL,2024,20240305,011800,3/5/2024 1:18:00 AM,OTR
4,3600 Block of VINE ST,39.1507,-84.5111,Avondale,6626,249005575,BLACK,MALE,18,NONFATAL,2024,20240302,182200,3/2/2024 6:22:00 PM,Clifton
3,700 Block of WELLS AV,39.1033,-84.5697,East Price Hill,6623,249005446,WHITE,MALE,69,FATAL,2024,20240229,090000,2/29/2024 9:00:00 AM,East Price Hill
2,800 Block of OAK ST,39.1293,-84.4903,Walnut Hills,6923,2024-INC-014015,BLACK,MALE,18,NONFATAL,2024,20241116,191900,11/16/2024 7:19:00 PM,Walnut Hills
2,2400 Block of CALLAHAN ST,39.1231,-84.4627,East End,6924,2024-INC-014023,WHITE,MALE,32,FATAL,2024,20241116,181800,11/16/2024 6:18:00 PM,East End
3,1000 Block of SUNSET AV,39.1114,-84.5851,West Price Hill,6922,2024-INC-013943,BLACK,MALE,16,NONFATAL,2024,20241115,194500,11/15/2024 7:45:00 PM,West Price Hill
3,1000 Block of ROSEMONT AV,39.111,-84.5825,West Price Hill,6921,2024-INC-013803,HISPANIC,MALE,50,NONFATAL,2024,20241113,214500,11/13/2024 9:45:00 PM,West Price Hill
3,3400 Block of WARSAW AV,39.111,-84.5679,East Price Hill,6920,2024-INC-013606,BLACK,MALE,14,NONFATAL,2024,20241111,163200,11/11/2024 4:32:00 PM,East Price Hill
3,1600 Block of WESTWOOD AV,39.1255,-84.5518,East Price Hill,6919,2024-INC-013520,BLACK,MALE,37,NONFATAL,2024,20241110,190600,11/10/2024 7:06:00 PM,South Fairmount
3,5400 Block of KIRBY AV,39.1909,-84.5683,Mt. Airy,6917,2024-INC-012869,BLACK,MALE,13,NONFATAL,2024,20241103,140800,11/3/2024 2:08:00 PM,Mount Airy
3,5400 Block of KIRBY AV,39.1904,-84.5686,Mt. Airy,6918,2024-INC-012869,BLACK,MALE,14,NONFATAL,2024,20241103,140800,11/3/2024 2:08:00 PM,Mount Airy
1,1600 Block of VINE ST,39.1133,-84.517,Over-the-Rhine,6675,249010999,BLACK,MALE,48,NONFATAL,2024,20240429,192500,4/29/2024 7:25:00 PM,OTR
2,3600 Block of MADISON RD,39.1588,-84.4204,Oakley,6676,249010932,WHITE,MALE,33,NONFATAL,2024,20240429,050200,4/29/2024 5:02:00 AM,Oakley
4,7700 Block of READING RD,39.2034,-84.4557,Roselawn,6673,249010838,BLACK,MALE,40,NONFATAL,2024,20240428,023000,4/28/2024 2:30:00 AM,Roselawn
UNK,UNKNO Block of LOCATION (CBS),,,,6674,249010846,BLACK,MALE,41,NONFATAL,2024,20240428,010000,4/28/2024 1:00:00 AM,
3,1600 Block of PASADENA AV,39.1922,-84.5464,College Hill,6670,249010766,BLACK,MALE,23,NONFATAL,2024,20240427,080000,4/27/2024 8:00:00 AM,College Hill
4,3600 Block of CENTER HILL AV,39.1858,-84.496,,6671,249010806,WHITE,FEMALE,40,FATAL,2024,20240427,144400,4/27/2024 2:44:00 PM,
4,3600 Block of CENTER HILL AV,39.1858,-84.4958,,6672,249010806,HISPANIC,FEMALE,20,NONFATAL,2024,20240427,144400,4/27/2024 2:44:00 PM,
4,1600 Block of SUMMIT RD,39.2015,-84.4586,Roselawn,6669,249010452,BLACK,MALE,36,FATAL,2024,20240424,025800,4/24/2024 2:58:00 AM,Roselawn
4,1900 Block of LOSANTIVILLE AV,39.1919,-84.4562,Roselawn,6667,249010280,BLACK,MALE,36,NONFATAL,2024,20240422,143100,4/22/2024 2:31:00 PM,Roselawn
3,1700 Block of WESTWOOD AV,39.1244,-84.5552,South Fairmount,6663,249010164,BLACK,MALE,18,NONFATAL,2024,20240421,004700,4/21/2024 12:47:00 AM,South Fairmount
3,3300 Block of GLENMORE AV,39.1496,-84.613,Westwood,6666,249010232,BLACK,MALE,21,FATAL,2024,20240421,194800,4/21/2024 7:48:00 PM,Westwood
1,2000 Block of AUBURN AV,39.1194,-84.5089,Mt. Auburn,6661,249010083,BLACK,MALE,23,NONFATAL,2024,20240420,030500,4/20/2024 3:05:00 AM,Mount Auburn
1,2000 Block of AUBURN AV,39.1184,-84.5079,Mt. Auburn,6662,249010083,BLACK,MALE,21,NONFATAL,2024,20240420,030500,4/20/2024 3:05:00 AM,Mount Auburn
1,1000 Block of LINN ST,39.1059,-84.5272,West End,6657,249010026,BLACK,MALE,17,NONFATAL,2024,20240419,153000,4/19/2024 3:30:00 PM,West End
1,500 Block of FINDLAY ST,39.1159,-84.5272,West End,6658,249010041,BLACK,MALE,28,NONFATAL,2024,20240419,173000,4/19/2024 5:30:00 PM,West End
1,500 Block of YORK ST,39.1179,-84.5257,West End,6659,249010064,BLACK,MALE,76,NONFATAL,2024,20240419,183000,4/19/2024 6:30:00 PM,West End
1,500 Block of YORK ST,39.1174,-84.5255,West End,6660,249010064,BLACK,FEMALE,60,FATAL,2024,20240419,183000,4/19/2024 6:30:00 PM,West End
1,600 Block of RIDDLE RD,39.1372,-84.5296,CUF,6992,2025-INC-004148,BLACK,MALE,42,FATAL,2025,20250308,161200,3/8/2025 4:12:00 PM,CUF
1,600 Block of RIDDLE RD,39.137,-84.5304,CUF,6991,2025-INC-003628,BLACK,MALE,53,FATAL,2025,20250228,080800,2/28/2025 8:08:00 AM,CUF
2,2600 Block of GILBERT AV,39.1294,-84.4883,Walnut Hills,6990,2025-INC-003334,BLACK,MALE,27,NONFATAL,2025,20250224,010300,2/24/2025 1:03:00 AM,Walnut Hills
3,3700 Block of WESTMONT DR,39.1237,-84.5709,East Price Hill,6989,2025-INC-003328,HISPANIC,MALE,35,NONFATAL,2025,20250223,214500,2/23/2025 9:45:00 PM,West Price Hill
4,600 Block of STRAND LN,39.1881,-84.5123,Winton Hills,6988,2025-INC-003243,BLACK,MALE,17,NONFATAL,2025,20250222,134000,2/22/2025 1:40:00 PM,Winton Hills
3,2100 Block of BALTIMORE AV,39.1449,-84.5631,East Westwood,6987,2025-INC-3163,BLACK,MALE,23,NONFATAL,2025,20250221,005400,2/21/2025 12:54:00 AM,East Westwood
3,1600 Block of PASADENA AV,39.1922,-84.5477,College Hill,6985,2025-INC-003108,BLACK,MALE,30,FATAL,2025,20250220,003000,2/20/2025 12:30:00 AM,College Hill
4,700 Block of DUTCH COLONY DR,39.1901,-84.5166,Winton Hills,6986,2025-INC-3160,BLACK,MALE,13,FATAL,2025,20250220,232000,2/20/2025 11:20:00 PM,Winton Hills
4,600 Block of FOREST AV,39.1446,-84.4905,Avondale,6712,249014333,BLACK,MALE,31,NONFATAL,2024,20240531,132500,5/31/2024 1:25:00 PM,Avondale
3,3400 Block of CRAIG AV,39.1517,-84.6054,Westwood,6713,249014334,BLACK,MALE,19,NONFATAL,2024,20240531,144000,5/31/2024 2:40:00 PM,Westwood
2,3400 Block of WOODBURN AV,39.1398,-84.475,Evanston,6716,249014443,BLACK,FEMALE,41,NONFATAL,2024,20240531,194500,5/31/2024 7:45:00 PM,Evanston
1,2200 Block of RAVINE ST,39.1235,-84.5262,CUF,6717,249014204,BLACK,FEMALE,26,NONFATAL,2024,20240530,100000,5/30/2024 10:00:00 AM,CUF
4,3300 Block of READING RD,39.1407,-84.4942,Avondale,6718,249014280,BLACK,MALE,37,FATAL,2024,20240530,225500,5/30/2024 10:55:00 PM,Avondale
4,100 Block of GLENRIDGE PL,39.1538,-84.5025,Avondale,6710,249013955,BLACK,MALE,39,NONFATAL,2024,20240528,024000,5/28/2024 2:40:00 AM,Avondale
4,700 Block of KINGS RUN DR,39.1806,-84.5186,Spring Grove Village,6711,249014028,BLACK,MALE,34,NONFATAL,2024,20240528,180000,5/28/2024 6:00:00 PM,Spring Grove Village
C,100 Block of W 6TH ST,39.102,-84.5151,Downtown,6709,249013867,HISPANIC,MALE,21,NONFATAL,2024,20240527,023000,5/27/2024 2:30:00 AM,Downtown
4,7700 Block of ROSELAWN RD,39.2024,-84.4553,Roselawn,6708,249013770,BLACK,MALE,38,NONFATAL,2024,20240525,031000,5/25/2024 3:10:00 AM,Roselawn
2,4900 Block of ROANOKE ST,39.1586,-84.385,Madisonville,6707,249013595,BLACK,MALE,39,NONFATAL,2024,20240524,104000,5/24/2024 10:40:00 AM,Madisonville
3,3000 Block of BRACKEN WOODS LN,39.1429,-84.5834,Westwood,6686,249013055,BLACK,FEMALE,66,NONFATAL,2024,20240521,013900,5/21/2024 1:39:00 AM,Westwood
3,2200 Block of SCHOEDINGER AV,39.1235,-84.5624,East Price Hill,6687,249012890,BLACK,FEMALE,31,NONFATAL,2024,20240518,005500,5/18/2024 12:55:00 AM,South Fairmount
2,2300 Block of DANA AV,39.1402,-84.4542,Hyde Park,6688,249012923,BLACK,MALE,18,FATAL,2024,20240518,033000,5/18/2024 3:30:00 AM,Hyde Park
3,300 Block of ELBERON AV,39.0969,-84.5662,East Price Hill,6689,249012933,BLACK,MALE,28,NONFATAL,2024,20240518,142000,5/18/2024 2:20:00 PM,East Price Hill
4,3400 Block of READING RD,39.1436,-84.4922,Avondale,6690,249012803,BLACK,MALE,16,NONFATAL,2024,20240517,031500,5/17/2024 3:15:00 AM,Avondale
4,5100 Block of WINNESTE AV,39.1844,-84.5125,Winton Hills,6700,249012566,BLACK,MALE,30,NONFATAL,2024,20240514,195400,5/14/2024 7:54:00 PM,Winton Hills
3,3100 Block of MONTANA AV,39.149,-84.6059,Westwood,6701,249012577,BLACK,MALE,26,NONFATAL,2024,20240514,225000,5/14/2024 10:50:00 PM,Westwood
4,8200 Block of WOODBINE AV,39.211,-84.4681,Hartwell,6859,2024-INC-008949,BLACK,MALE,36,NONFATAL,2024,20240916,190000,9/16/2024 7:00:00 PM,Hartwell
2,2400 Block of GILBERT AV,39.1248,-84.4916,Walnut Hills,6856,2024-INC-008734,BLACK,MALE,33,NONFATAL,2024,20240914,023800,9/14/2024 2:38:00 AM,Walnut Hills
2,2900 Block of ALMS PL,39.1308,-84.4845,Walnut Hills,6857,2024-INC-008746,BLACK,MALE,40,NONFATAL,2024,20240914,065300,9/14/2024 6:53:00 AM,Walnut Hills
4,00 Block of CRAFT ST,39.1787,-84.5101,Winton Hills,6858,2024-INC-008783,BLACK,MALE,15,NONFATAL,2024,20240914,205000,9/14/2024 8:50:00 PM,Winton Hills
4,4800 Block of WINNESTE AV,39.1801,-84.5091,Winton Hills,6854,2024-INC-008662,BLACK,MALE,33,NONFATAL,2024,20240913,061200,9/13/2024 6:12:00 AM,Winton Hills
3,1200 Block of QUEBEC RD,39.1171,-84.576,East Price Hill,6855,2024-INC-008730,BLACK,MALE,18,NONFATAL,2024,20240913,231500,9/13/2024 11:15:00 PM,West Price Hill
1,1400 Block of JOHN ST,39.1105,-84.5232,West End,6853,2024-INC-008630,BLACK,MALE,13,NONFATAL,2024,20240912,154700,9/12/2024 3:47:00 PM,West End
4,5000 Block of WINNESTE AV,39.1808,-84.5117,Winton Hills,6852,2024-INC-008389,BLACK,FEMALE,9,NONFATAL,2024,20240909,212600,9/9/2024 9:26:00 PM,Winton Hills
C,900 Block of RACE ST,39.106,-84.5162,Downtown,6606,249003724,HISPANIC,MALE,30,NONFATAL,2024,20240211,021800,2/11/2024 2:18:00 AM,Downtown
2,2600 Block of KEMPER LN,39.1272,-84.4878,Walnut Hills,6607,249003741,BLACK,MALE,39,NONFATAL,2024,20240211,084500,2/11/2024 8:45:00 AM,Walnut Hills
1,1500 Block of MOORE ST,39.1124,-84.5148,Over-the-Rhine,6604,249003614,BLACK,MALE,18,NONFATAL,2024,20240210,020500,2/10/2024 2:05:00 AM,OTR
4,3400 Block of HARTFORD PL,39.1407,-84.4895,Avondale,6609,249003984,BLACK,MALE,26,FATAL,2024,20240210,114300,2/10/2024 11:43:00 AM,Avondale
1,1500 Block of ELM ST,39.1112,-84.5192,Over-the-Rhine,6600,249003191,BLACK,MALE,45,NONFATAL,2024,20240206,032000,2/6/2024 3:20:00 AM,OTR
4,3700 Block of READING RD,39.1526,-84.4848,Avondale,6601,249003222,BLACK,MALE,23,NONFATAL,2024,20240206,133400,2/6/2024 1:34:00 PM,Avondale - North Avondale
1,800 Block of FINDLAY ST,39.1166,-84.529,West End,6602,249003279,BLACK,MALE,42,FATAL,2024,20240206,232000,2/6/2024 11:20:00 PM,West End
1,800 Block of FINDLAY ST,39.1165,-84.529,West End,6603,249003279,BLACK,MALE,39,NONFATAL,2024,20240206,232000,2/6/2024 11:20:00 PM,West End
3,2800 Block of CLAYPOLE AV,39.114,-84.5569,East Price Hill,6599,249003021,BLACK,MALE,37,NONFATAL,2024,20240204,084800,2/4/2024 8:48:00 AM,East Price Hill
3,3700 Block of WESTMONT DR,39.1228,-84.5707,East Price Hill,6597,249002713,BLACK,MALE,29,NONFATAL,2024,20240131,204500,1/31/2024 8:45:00 PM,West Price Hill
3,3700 Block of WESTMONT DR,39.1222,-84.5716,East Price Hill,6598,249002713,BLACK,MALE,30,NONFATAL,2024,20240131,204500,1/31/2024 8:45:00 PM,West Price Hill
2,2500 Block of VICTORY PKWY,39.1263,-84.4847,Walnut Hills,6596,249002622,BLACK,MALE,31,NONFATAL,2024,20240130,192200,1/30/2024 7:22:00 PM,East Walnut Hills
4,7700 Block of READING RD,39.2024,-84.4542,Roselawn,6594,249002343,BLACK,MALE,33,NONFATAL,2024,20240128,023000,1/28/2024 2:30:00 AM,Roselawn
4,7700 Block of READING RD,39.2025,-84.4549,Roselawn,6595,249002343,WHITE,FEMALE,18,NONFATAL,2024,20240128,023000,1/28/2024 2:30:00 AM,Roselawn
2,3400 Block of WOODBURN AV,39.141,-84.4763,Evanston,6593,249002200,BLACK,MALE,19,NONFATAL,2024,20240126,122600,1/26/2024 12:26:00 PM,Evanston
4,5300 Block of BETTMAN DR,39.1886,-84.512,Winton Hills,6590,249002107,BLACK,FEMALE,23,NONFATAL,2024,20240125,120300,1/25/2024 12:03:00 PM,Winton Hills
4,300 Block of E UNIVERSITY AV,39.1333,-84.5028,Corryville,6767,2024-INC-002417,BLACK,MALE,20,FATAL,2024,20240701,023000,7/1/2024 2:30:00 AM,Corryville
4,300 Block of E UNIVERSITY AV,39.1333,-84.5033,Corryville,6768,2024-INC-002417,BLACK,MALE,44,FATAL,2024,20240701,023000,7/1/2024 2:30:00 AM,Corryville
4,300 Block of E UNIVERSITY AV,39.1326,-84.5033,Corryville,6769,2024-INC-002417,BLACK,MALE,22,FATAL,2024,20240701,023000,7/1/2024 2:30:00 AM,Corryville
4,1600 Block of SUMMIT RD,39.2031,-84.4577,Roselawn,6770,2024-INC-002426,BLACK,MALE,32,FATAL,2024,20240701,073500,7/1/2024 7:35:00 AM,Roselawn
4,300 Block of E UNIVERSITY AV,39.1322,-84.503,Corryville,6788,2024-INC-002417,BLACK,MALE,23,NONFATAL,2024,20240701,023000,7/1/2024 2:30:00 AM,Corryville
3,3100 Block of BRACKEN WOODS LN,39.1451,-84.5832,Westwood,6761,2024-INC-002329,BLACK,MALE,23,NONFATAL,2024,20240630,014000,6/30/2024 1:40:00 AM,Westwood
3,3100 Block of BRACKEN WOODS LN,39.1441,-84.5834,Westwood,6762,2024-INC-002329,BLACK,FEMALE,20,NONFATAL,2024,20240630,014000,6/30/2024 1:40:00 AM,Westwood
3,3200 Block of QUEEN CITY AV,39.1389,-84.6081,Westwood,6764,2024-INC-002379,BLACK,MALE,18,NONFATAL,2024,20240630,184600,6/30/2024 6:46:00 PM,Westwood
4,100 Block of GLENRIDGE PL,39.154,-84.5017,Avondale,6758,2024-INC-002075,BLACK,MALE,43,NONFATAL,2024,20240627,014500,6/27/2024 1:45:00 AM,Avondale
3,4900 Block of HAWAIIAN TER,39.1849,-84.5621,Mt. Airy,6759,2024-INC-002056,BLACK,MALE,33,FATAL,2024,20240626,160000,6/26/2024 4:00:00 PM,Mount Airy
3,4900 Block of HAWAIIAN TER,39.1835,-84.5624,Mt. Airy,6760,2024-INC-002056,BLACK,MALE,33,NONFATAL,2024,20240626,160000,6/26/2024 4:00:00 PM,Mount Airy
1,1500 Block of RACE ST,39.1117,-84.5168,Over-the-Rhine,6756,2024-INC-001681,BLACK,MALE,50,NONFATAL,2024,20240622,070500,6/22/2024 7:05:00 AM,OTR
C,100 Block of MARIAN SPENCER WY,39.0971,-84.5101,Downtown,6757,2024-INC-001675,BLACK,MALE,16,FATAL,2024,20240622,021500,6/22/2024 2:15:00 AM,Downtown
3,3200 Block of COLERAIN AV,39.1415,-84.5387,Camp Washington,6754,2024-INC-001439,BLACK,MALE,31,NONFATAL,2024,20240619,170000,6/19/2024 5:00:00 PM,Camp Washington
3,3200 Block of COLERAIN AV,39.141,-84.5393,Camp Washington,6755,2024-INC-001439,BLACK,MALE,47,FATAL,2024,20240619,170000,6/19/2024 5:00:00 PM,Camp Washington
4,700 Block of GREENWOOD AV,39.1517,-84.4862,Avondale,6752,2024-INC-001369,BLACK,MALE,55,NONFATAL,2024,20240618,202200,6/18/2024 8:22:00 PM,Avondale - North Avondale
1,300 Block of MCGREGOR AV,39.1224,-84.5014,Mt. Auburn,6753,2024-INC-001371,BLACK,MALE,51,NONFATAL,2024,20240618,214000,6/18/2024 9:40:00 PM,Mount Auburn
C,100 Block of E FREEDOM WAY,39.0975,-84.5104,Downtown,6504,239029630,BLACK,MALE,24,NONFATAL,2023,20231008,232700,10/8/2023 11:27:00 PM,Downtown
3,5000 Block of KIRBY AV,39.1827,-84.5578,College Hill,6502,239029506,BLACK,MALE,31,NONFATAL,2023,20231007,153000,10/7/2023 3:30:00 PM,Mount Airy
4,300 Block of FOREST AV,39.1463,-84.5009,Avondale,6503,239029514,BLACK,MALE,28,NONFATAL,2023,20231007,181500,10/7/2023 6:15:00 PM,Avondale
3,2200 Block of WESTWOOD NORTHERN BLVD,39.1459,-84.5673,East Westwood,6501,239029431,BLACK,MALE,45,NONFATAL,2023,20231006,233600,10/6/2023 11:36:00 PM,East Westwood
3,700 Block of NEAVE ST,39.1039,-84.553,Lower Price Hill_Queensgate,6500,239029332,HISPANIC,MALE,21,NONFATAL,2023,20231005,200000,10/5/2023 8:00:00 PM,Lower Price Hill
1,1000 Block of DAYTON ST,39.1185,-84.5317,West End,6499,239029096,BLACK,MALE,19,NONFATAL,2023,20231004,011600,10/4/2023 1:16:00 AM,West End
3,500 Block of CONSIDINE AV,39.1017,-84.5639,East Price Hill,6498,239029090,BLACK,MALE,30,NONFATAL,2023,20231003,203600,10/3/2023 8:36:00 PM,East Price Hill
1,100 Block of E CLIFTON AV,39.1168,-84.5155,Over-the-Rhine,6835,2024-INC-006753,BLACK,MALE,38,FATAL,2024,20240820,235700,8/20/2024 11:57:00 PM,OTR
3,7200 Block of RIVER RD,39.1227,-84.703,Sayler Park,6830,2024-INC-006526,WHITE,MALE,35,FATAL,2024,20240818,000800,8/18/2024 12:08:00 AM,Sayler Park
1,1800 Block of LINN ST,39.1161,-84.5261,West End,6831,2024-INC-006595,BLACK,MALE,23,NONFATAL,2024,20240818,213000,8/18/2024 9:30:00 PM,West End
1,1800 Block of LINN ST,39.1161,-84.5265,West End,6832,2024-INC-006595,BLACK,MALE,35,NONFATAL,2024,20240818,213000,8/18/2024 9:30:00 PM,West End
3,2200 Block of WESTWOOD NORTHERN BLVD,39.1456,-84.5663,East Westwood,6829,2024-INC-006482,BLACK,MALE,36,NONFATAL,2024,20240817,142600,8/17/2024 2:26:00 PM,East Westwood
2,800 Block of LINCOLN AV,39.1321,-84.489,Walnut Hills,6826,2024-INC-006366,BLACK,MALE,51,NONFATAL,2024,20240816,013000,8/16/2024 1:30:00 AM,Walnut Hills
4,1700 Block of GARDEN LN,39.1755,-84.4642,Bond Hill,6827,2024-INC-006429,BLACK,MALE,30,NONFATAL,2024,20240816,195000,8/16/2024 7:50:00 PM,Bond Hill
C,100 Block of ELM ST,39.0967,-84.5151,Downtown,6828,2024-INC-006440,BLACK,MALE,29,FATAL,2024,20240816,204500,8/16/2024 8:45:00 PM,Downtown
3,2300 Block of IROLL AV,39.1497,-84.5626,East Westwood,6824,2024-INC-005947,BLACK,MALE,24,NONFATAL,2024,20240810,150000,8/10/2024 3:00:00 PM,East Westwood
2,1000 Block of WILLIAM H TAFT RD,39.1273,-84.4873,Walnut Hills,6823,2024-INC-005815,BLACK,MALE,46,NONFATAL,2024,20240809,023500,8/9/2024 2:35:00 AM,Walnut Hills
4,5300 Block of BETTMAN DR,39.1885,-84.5104,Winton Hills,6822,2024-INC-005741,BLACK,MALE,44,FATAL,2024,20240808,034000,8/8/2024 3:40:00 AM,Winton Hills
3,2600 Block of RICHWILL CT,39.2024,-84.5792,Mt. Airy,6821,2024-INC-005636,BLACK,FEMALE,47,NONFATAL,2024,20240807,010400,8/7/2024 1:04:00 AM,Mount Airy
3,2800 Block of HARRISON AV,39.1435,-84.5937,Westwood,6825,2024-INC-006245,WHITE,FEMALE,23,NONFATAL,2024,20240807,233500,8/7/2024 11:35:00 PM,Westwood
4,3200 Block of BISHOP ST,39.1384,-84.514,CUF,6817,2024-INC-005518,BLACK,MALE,28,FATAL,2024,20240805,170000,8/5/2024 5:00:00 PM,Corryville
1,00 Block of BACK ST,39.1148,-84.5158,Over-the-Rhine,6818,2024-INC-005529,BLACK,MALE,17,NONFATAL,2024,20240805,225000,8/5/2024 10:50:00 PM,OTR
1,1100 Block of VINE ST,39.1066,-84.5141,Over-the-Rhine,6574,239037204,BLACK,MALE,28,NONFATAL,2023,20231224,011700,12/24/2023 1:17:00 AM,OTR
1,1100 Block of VINE ST,39.1073,-84.5155,Over-the-Rhine,6575,239037204,BLACK,MALE,33,NONFATAL,2023,20231224,011700,12/24/2023 1:17:00 AM,OTR
1,1700 Block of REPUBLIC ST,39.1143,-84.5177,Over-the-Rhine,6571,239037199,BLACK,MALE,34,FATAL,2023,20231223,090700,12/23/2023 9:07:00 AM,OTR
3,1200 Block of BEECH AV,39.1158,-84.5772,West Price Hill,6570,239037090,BLACK,MALE,3,NONFATAL,2023,20231222,171300,12/22/2023 5:13:00 PM,West Price Hill
3,900 Block of W NORTH BEND RD,39.2019,-84.524,,6567,239036816,BLACK,MALE,23,NONFATAL,2023,20231219,205000,12/19/2023 8:50:00 PM,
3,900 Block of W NORTH BEND RD,39.2015,-84.524,,6568,239036816,BLACK,MALE,18,NONFATAL,2023,20231219,205000,12/19/2023 8:50:00 PM,
3,1900 Block of SUTTER AV,39.1406,-84.5573,English Woods_North Fairmount,6569,239036823,BLACK,MALE,64,NONFATAL,2023,20231219,230600,12/19/2023 11:06:00 PM,English Woods
1,00 Block of GREEN ST,39.1148,-84.5184,Over-the-Rhine,6566,239036592,BLACK,MALE,50,NONFATAL,2023,20231216,233000,12/16/2023 11:30:00 PM,OTR
3,2400 Block of HARRISON AV,39.1406,-84.5809,Westwood,6564,239036443,BLACK,MALE,16,NONFATAL,2023,20231215,133200,12/15/2023 1:32:00 PM,Westwood
3,2400 Block of SUNNYHILL DR,39.1547,-84.562,Roll Hill,6565,239036468,BLACK,MALE,19,FATAL,2023,20231215,161400,12/15/2023 4:14:00 PM,Villages at Roll Hill
1,1300 Block of WALNUT ST,39.1096,-84.5142,Over-the-Rhine,6729,2024-INC-000552,BLACK,FEMALE,26,NONFATAL,2024,20240609,033000,6/9/2024 3:30:00 AM,OTR
1,00 Block of GREEN ST,39.1147,-84.517,Over-the-Rhine,6730,2024-INC-000595,BLACK,MALE,35,NONFATAL,2024,20240609,180400,6/9/2024 6:04:00 PM,OTR
2,3000 Block of DURRELL AV,39.1346,-84.4786,Evanston,6731,2024-INC-000539,BLACK,FEMALE,15,NONFATAL,2024,20240609,003000,6/9/2024 12:30:00 AM,Evanston
2,3000 Block of DURRELL AV,39.1353,-84.4782,Evanston,6732,2024-INC-000539,BLACK,MALE,19,NONFATAL,2024,20240609,003000,6/9/2024 12:30:00 AM,Evanston
2,3000 Block of DURRELL AV,39.1342,-84.4774,Evanston,6733,2024-INC-000539,BLACK,MALE,19,NONFATAL,2024,20240609,003000,6/9/2024 12:30:00 AM,Evanston
4,4800 Block of YARMOUTH PL,39.1727,-84.4693,Bond Hill,6726,2024-INC-000501,BLACK,MALE,24,NONFATAL,2024,20240608,174700,6/8/2024 5:47:00 PM,Bond Hill
4,4800 Block of YARMOUTH PL,39.1723,-84.4696,Bond Hill,6727,2024-INC-000501,BLACK,MALE,17,NONFATAL,2024,20240608,174700,6/8/2024 5:47:00 PM,Bond Hill
