District,StreetBlock,LATITUDE_X,LONGITUDE_X,SNA_NEIGHBORHOOD,ShootID,RMS_No,Race,Sex,Age,Type,YearOccurred,DateOccurred,TimeOccurred,DateTimeOccured,COMMUNITY_COUNCIL_NEIGHBORHOOD
1,200 Block of WESTERN HILLS VIADUCT,39.1242,-84.5346,West End,6547,239033032,OTHER,MALE,26,FATAL,2023,20231109,062300,11/9/2023 6:23:00 AM,Camp Washington
4,600 Block of FOREST AV,39.1458,-84.4957,Avondale,6545,239032687,BLACK,MALE,40,NONFATAL,2023,20231106,035600,11/6/2023 3:56:00 AM,Avondale
1,1700 Block of VINE ST,39.1154,-84.5155,Over-the-Rhine,6546,239032790,BLACK,MALE,17,NONFATAL,2023,20231106,223400,11/6/2023 10:34:00 PM,OTR
1,1100 Block of VINE ST,39.1072,-84.5145,Over-the-Rhine,6538,239032403,BLACK,MALE,28,NONFATAL,2023,20231103,022200,11/3/2023 2:22:00 AM,OTR
1,700 Block of BENT DR,39.1113,-84.5268,West End,6539,239032500,BLACK,MALE,11,FATAL,2023,20231103,212000,11/3/2023 9:20:00 PM,West End
1,700 Block of BENT DR,39.1127,-84.5264,West End,6540,239032500,BLACK,MALE,12,NONFATAL,2023,20231103,212000,11/3/2023 9:20:00 PM,West End
1,700 Block of BENT DR,39.1118,-84.5261,West End,6541,239032500,BLACK,MALE,15,NONFATAL,2023,20231103,212000,11/3/2023 9:20:00 PM,West End
1,700 Block of BENT DR,39.1126,-84.5264,West End,6542,239032500,BLACK,FEMALE,15,NONFATAL,2023,20231103,212000,11/3/2023 9:20:00 PM,West End
3,2300 Block of HARRISON AV,39.1388,-84.579,Westwood,6229,239004672,BLACK,MALE,29,NONFATAL,2023,20230220,043500,2/20/2023 4:35:00 AM,Westwood
4,400 Block of E MARTIN LUTHER KING DR,39.1344,-84.5001,Avondale,6461,239025552,BLACK,MALE,36,NONFATAL,2023,20230831,233000,8/31/2023 11:30:00 PM,Avondale
2,2600 Block of GILBERT AV,39.1299,-84.4897,Walnut Hills,6459,239025278,BLACK,MALE,27,NONFATAL,2023,20230829,045400,8/29/2023 4:54:00 AM,Walnut Hills
2,2600 Block of GILBERT AV,39.1286,-84.488,Walnut Hills,6460,239025278,BLACK,MALE,27,NONFATAL,2023,20230829,045400,8/29/2023 4:54:00 AM,Walnut Hills
4,1200 Block of LAIDLAW AV,39.1775,-84.4772,Bond Hill,6457,239025221,BLACK,MALE,32,NONFATAL,2023,20230828,155700,8/28/2023 3:57:00 PM,Bond Hill
4,600 Block of DUTCH COLONY DR,39.1896,-84.5137,Winton Hills,6458,239025252,BLACK,MALE,19,NONFATAL,2023,20230828,203000,8/28/2023 8:30:00 PM,Winton Hills
1,00 Block of E LIBERTY ST,39.1126,-84.5154,Over-the-Rhine,6454,239025056,BLACK,FEMALE,22,NONFATAL,2023,20230827,031200,8/27/2023 3:12:00 AM,OTR
3,5800 Block of HAMILTON AV,39.1977,-84.5467,College Hill,6455,239025118,BLACK,MALE,30,NONFATAL,2023,20230827,203000,8/27/2023 8:30:00 PM,College Hill
3,3700 Block of BORDEN ST,39.1558,-84.5482,South Cumminsville,6456,239025120,BLACK,MALE,20,FATAL,2023,20230827,180000,8/27/2023 6:00:00 PM,South Cumminsville
3,3600 Block of GLENWAY AV,39.1136,-84.5715,East Price Hill,6453,239025009,BLACK,FEMALE,41,NONFATAL,2023,20230826,204000,8/26/2023 8:40:00 PM,East Price Hill
2,900 Block of YALE AV,39.1289,-84.4878,Walnut Hills,6452,239024689,BLACK,FEMALE,33,NONFATAL,2023,20230823,231500,8/23/2023 11:15:00 PM,Walnut Hills
3,2400 Block of HARRISON AV,39.1405,-84.5802,Westwood,6451,239024582,BLACK,MALE,35,FATAL,2023,20230822,232800,8/22/2023 11:28:00 PM,Westwood
4,7200 Block of VINE ST,39.1959,-84.4777,Carthage,6447,239024221,BLACK,FEMALE,35,NONFATAL,2023,20230820,034500,8/20/2023 3:45:00 AM,Carthage
3,800 Block of ELBERON AV,39.106,-84.5662,East Price Hill,6448,239024296,BLACK,MALE,20,NONFATAL,2023,20230820,222100,8/20/2023 10:21:00 PM,East Price Hill
3,800 Block of ELBERON AV,39.1067,-84.5661,East Price Hill,6449,239024296,BLACK,MALE,47,NONFATAL,2023,20230820,222100,8/20/2023 10:21:00 PM,East Price Hill
C,100 Block of MARION SPENCER WY,39.0968,-84.5101,Downtown,6445,239024112,BLACK,MALE,21,NONFATAL,2023,20230819,024200,8/19/2023 2:42:00 AM,Downtown
2,6700 Block of MADISON RD,39.1601,-84.3825,Madisonville,6443,239023971,WHITE,FEMALE,22,NONFATAL,2023,20230818,005800,8/18/2023 12:58:00 AM,Madisonville
3,3400 Block of HILLSIDE AV,39.0852,-84.5841,Riverside_Sedamsville,6444,239024017,BLACK,MALE,34,NONFATAL,2023,20230818,132500,8/18/2023 1:25:00 PM,Riverside
3,2800 Block of TEMPLE AV,39.154,-84.5944,Westwood,6446,239024137,WHITE,FEMALE,36,FATAL,2023,20230818,235300,8/18/2023 11:53:00 PM,Westwood
4,5400 Block of BETTMAN DR,39.188,-84.511,Winton Hills,6441,239023567,BLACK,FEMALE,46,NONFATAL,2023,20230814,224200,8/14/2023 10:42:00 PM,Winton Hills
1,2300 Block of FLORA ST,39.1274,-84.524,CUF,6437,239023332,BLACK,FEMALE,19,NONFATAL,2023,20230813,002600,8/13/2023 12:26:00 AM,CUF
1,2300 Block of FLORA ST,39.1269,-84.5239,CUF,6438,239023332,BLACK,FEMALE,20,NONFATAL,2023,20230813,002600,8/13/2023 12:26:00 AM,CUF
1,2300 Block of FLORA ST,39.1265,-84.5244,CUF,6439,239023332,BLACK,FEMALE,17,NONFATAL,2023,20230813,002600,8/13/2023 12:26:00 AM,CUF
1,600 Block of RIDDLE RD,39.1364,-84.5278,CUF,6264,239009733,WHITE,MALE,18,NONFATAL,2023,20230412,230600,4/12/2023 11:06:00 PM,CUF
3,1500 Block of QUEEN CITY AV,39.1256,-84.5473,South Fairmount,6263,239009516,BLACK,MALE,24,NONFATAL,2023,20230411,003000,4/11/2023 12:30:00 AM,South Fairmount
1,1300 Block of WALNUT ST,39.1104,-84.5126,Over-the-Rhine,6262,239009485,BLACK,MALE,36,NONFATAL,2023,20230410,171500,4/10/2023 5:15:00 PM,OTR
1,1400 Block of VINE ST,39.1109,-84.5146,Over-the-Rhine,6393,239019216,BLACK,FEMALE,46,NONFATAL,2023,20230709,022900,7/9/2023 2:29:00 AM,OTR
1,1400 Block of VINE ST,39.1121,-84.5158,Over-the-Rhine,6394,239019216,BLACK,MALE,28,NONFATAL,2023,20230709,022900,7/9/2023 2:29:00 AM,OTR
1,1600 Block of LINN ST,39.1143,-84.5277,West End,6390,239019000,BLACK,MALE,68,NONFATAL,2023,20230707,013800,7/7/2023 1:38:00 AM,West End
1,2500 Block of CLIFTON AV,39.1287,-84.5219,CUF,6389,239018984,BLACK,MALE,49,NONFATAL,2023,20230706,232300,7/6/2023 11:23:00 PM,CUF - Heights
4,00 Block of KINGS RUN CT,39.1772,-84.509,Winton Hills,6391,239019006,BLACK,FEMALE,26,FATAL,2023,20230706,233600,7/6/2023 11:36:00 PM,Winton Hills
C,200 Block of E 5TH ST,39.102,-84.5091,Downtown,6386,239018762,BLACK,FEMALE,18,FATAL,2023,20230705,022500,7/5/2023 2:25:00 AM,Downtown
C,200 Block of E 5TH ST,39.1024,-84.5101,Downtown,6387,239018762,BLACK,FEMALE,16,NONFATAL,2023,20230705,022500,7/5/2023 2:25:00 AM,Downtown
4,5300 Block of KINGSWAY W,39.2191,-84.4844,Hartwell,6388,239018796,BLACK,MALE,39,FATAL,2023,20230705,010000,7/5/2023 1:00:00 AM,Hartwell
1,2200 Block of RAVINE ST,39.1242,-84.5261,CUF,6384,239018715,BLACK,MALE,28,NONFATAL,2023,20230704,202500,7/4/2023 8:25:00 PM,CUF
4,4400 Block of READING RD,39.1639,-84.4725,Paddock Hills,6385,239018727,BLACK,MALE,54,NONFATAL,2023,20230704,235200,7/4/2023 11:52:00 PM,Paddock Hills
C,100 Block of W MEHRING WY,39.0951,-84.5123,Downtown,6383,239018525,BLACK,MALE,19,NONFATAL,2023,20230703,012500,7/3/2023 1:25:00 AM,Downtown
3,4000 Block of HEYWARD ST,39.123,-84.5803,West Price Hill,6380,239018427,BLACK,MALE,24,NONFATAL,2023,20230702,003000,7/2/2023 12:30:00 AM,West Price Hill
C,0 Block of GARFIELD PL,39.1049,-84.5148,Downtown,6381,239018430,BLACK,MALE,26,NONFATAL,2023,20230702,022000,7/2/2023 2:20:00 AM,Downtown
4,7600 Block of READING RD,39.1986,-84.4567,Roselawn,6382,239018501,BLACK,MALE,27,NONFATAL,2023,20230702,192900,7/2/2023 7:29:00 PM,Roselawn
4,4500 Block of PADDOCK RD,39.1664,-84.4796,Paddock Hills,6378,239018241,BLACK,MALE,39,NONFATAL,2023,20230630,032400,6/30/2023 3:24:00 AM,Paddock Hills
3,3000 Block of WARSAW AV,39.11,-84.5605,East Price Hill,6379,239018329,BLACK,MALE,17,NONFATAL,2023,20230630,235200,6/30/2023 11:52:00 PM,East Price Hill
4,7100 Block of FAIRPARK AV,39.1956,-84.4793,Carthage,6377,239017762,BLACK,MALE,38,FATAL,2023,20230626,020800,6/26/2023 2:08:00 AM,Carthage
1,800 Block of LINN ST,39.1029,-84.5294,Lower Price Hill_Queensgate,6371,239017668,BLACK,MALE,21,NONFATAL,2023,20230625,021100,6/25/2023 2:11:00 AM,Queensgate
3,2700 Block of ERLENE DR,39.1289,-84.5903,Westwood,6372,239017717,BLACK,MALE,19,FATAL,2023,20230625,165000,6/25/2023 4:50:00 PM,Westwood
3,2700 Block of ERLENE DR,39.1281,-84.591,Westwood,6373,239017717,BLACK,MALE,18,NONFATAL,2023,20230625,165000,6/25/2023 4:50:00 PM,Westwood
1,100 Block of E 13TH ST,39.1095,-84.5119,Over-the-Rhine,6374,239017738,WHITE,FEMALE,26,NONFATAL,2023,20230625,215900,6/25/2023 9:59:00 PM,OTR
1,100 Block of E 13TH ST,39.1105,-84.5138,Over-the-Rhine,6375,239017738,BLACK,MALE,20,NONFATAL,2023,20230625,215900,6/25/2023 9:59:00 PM,OTR
1,100 Block of E 13TH ST,39.1095,-84.5136,Over-the-Rhine,6376,239017738,BLACK,MALE,17,NONFATAL,2023,20230625,215900,6/25/2023 9:59:00 PM,OTR
4,8000 Block of STILLWELL RD,39.2084,-84.4559,Roselawn,6370,239017563,BLACK,FEMALE,21,NONFATAL,2023,20230624,051500,6/24/2023 5:15:00 AM,Roselawn
1,700 Block of RIDDLE RD,39.1363,-84.5302,CUF,6364,239017316,BLACK,FEMALE,20,NONFATAL,2023,20230622,041000,6/22/2023 4:10:00 AM,CUF
C,00 Block of GARFIELD PL,39.1039,-84.5149,Downtown,6427,239022468,BLACK,MALE,29,NONFATAL,2023,20230806,012900,8/6/2023 1:29:00 AM,Downtown
4,400 Block of ROCKDALE AV,39.1447,-84.4985,Avondale,6425,239022464,BLACK,FEMALE,34,FATAL,2023,20230805,172100,8/5/2023 5:21:00 PM,Avondale
4,400 Block of ROCKDALE AV,39.1456,-84.4979,Avondale,6426,239022464,BLACK,MALE,43,NONFATAL,2023,20230805,172100,8/5/2023 5:21:00 PM,Avondale
3,5800 Block of LATHROP PL,39.1987,-84.5506,College Hill,6423,239022229,BLACK,FEMALE,15,NONFATAL,2023,20230803,210000,8/3/2023 9:00:00 PM,College Hill
3,900 Block of SETON AV,39.1097,-84.5768,East Price Hill,6424,239022168,BLACK,MALE,19,NONFATAL,2023,20230803,123000,8/3/2023 12:30:00 PM,East Price Hill
C,00 Block of W MEHRING WY,39.0961,-84.5109,Downtown,6422,239021986,BLACK,MALE,40,NONFATAL,2023,20230802,003000,8/2/2023 12:30:00 AM,Downtown
3,300 Block of ROSEMONT AV,39.0965,-84.5792,West Price Hill,6419,239021882,BLACK,MALE,28,NONFATAL,2023,20230801,013000,8/1/2023 1:30:00 AM,Sedamsville
3,300 Block of ROSEMONT AV,39.0974,-84.5784,West Price Hill,6420,239021882,BLACK,MALE,16,NONFATAL,2023,20230801,013000,8/1/2023 1:30:00 AM,Sedamsville
1,1800 Block of VINE ST,39.1163,-84.5167,Over-the-Rhine,6421,239021966,BLACK,MALE,25,NONFATAL,2023,20230801,193800,8/1/2023 7:38:00 PM,OTR
1,900 Block of CENTRAL AV,39.1047,-84.5214,West End,6417,239021870,BLACK,MALE,35,NONFATAL,2023,20230731,230700,7/31/2023 11:07:00 PM,West End
1,900 Block of CENTRAL AV,39.105,-84.5196,West End,6418,239021870,BLACK,MALE,31,NONFATAL,2023,20230731,230700,7/31/2023 11:07:00 PM,West End
3,2900 Block of COLERAIN AV,39.1358,-84.537,Camp Washington,6416,239021644,BLACK,MALE,30,NONFATAL,2023,20230730,042100,7/30/2023 4:21:00 AM,Camp Washington
3,4000 Block of HAMILTON AV,39.1599,-84.5396,Northside,6414,239021533,BLACK,MALE,34,NONFATAL,2023,20230729,034500,7/29/2023 3:45:00 AM,Northside
3,700 Block of WILBUD DR,39.1055,-84.5912,West Price Hill,6415,239021587,BLACK,MALE,21,NONFATAL,2023,20230729,163500,7/29/2023 4:35:00 PM,West Price Hill
3,3100 Block of MCHENRY AV,39.1444,-84.5749,Westwood,6413,239021396,BLACK,MALE,30,FATAL,2023,20230728,214400,7/28/2023 9:44:00 PM,Westwood
3,4200 Block of HAMILTON AV,39.1637,-84.5412,Northside,6412,239021297,WHITE,MALE,36,NONFATAL,2023,20230727,013000,7/27/2023 1:30:00 AM,Northside
3,2300 Block of HARRISON AV,39.1383,-84.5793,Westwood,6411,239021190,BLACK,MALE,47,NONFATAL,2023,20230726,031600,7/26/2023 3:16:00 AM,Westwood
3,3100 Block of 8TH ST,39.106,-84.5633,East Price Hill,6410,239020855,BLACK,FEMALE,29,NONFATAL,2023,20230723,050000,7/23/2023 5:00:00 AM,East Price Hill
2,2600 Block of GILBERT AV,39.1291,-84.4893,Walnut Hills,6408,239020782,BLACK,MALE,52,NONFATAL,2023,20230722,125500,7/22/2023 12:55:00 PM,Walnut Hills
2,2600 Block of GILBERT AV,39.128,-84.4878,Walnut Hills,6409,239020782,BLACK,MALE,32,NONFATAL,2023,20230722,125500,7/22/2023 12:55:00 PM,Walnut Hills
1,1900 Block of FREEMAN AV,39.1186,-84.531,West End,6406,239020136,BLACK,FEMALE,37,FATAL,2023,20230716,183600,7/16/2023 6:36:00 PM,West End
3,1900 Block of MILLVALE CT,39.1487,-84.552,Millvale,6407,239020151,BLACK,MALE,34,NONFATAL,2023,20230716,233000,7/16/2023 11:30:00 PM,Millvale
3,800 Block of DELEHANTY CT,39.1097,-84.597,West Price Hill,6404,239019986,BLACK,MALE,49,NONFATAL,2023,20230715,122000,7/15/2023 12:20:00 PM,West Price Hill
4,1600 Block of SUMMIT RD,39.2016,-84.458,Roselawn,6405,239019989,BLACK,MALE,25,NONFATAL,2023,20230715,124800,7/15/2023 12:48:00 PM,Roselawn
1,1600 Block of LINN ST,39.114,-84.5268,West End,6399,239019822,BLACK,FEMALE,57,NONFATAL,2023,20230714,005300,7/14/2023 12:53:00 AM,West End
3,2200 Block of QUEBEC RD,39.1229,-84.5649,East Price Hill,6359,239016853,BLACK,MALE,16,FATAL,2023,20230617,205200,6/17/2023 8:52:00 PM,South Fairmount
3,6300 Block of GRACELY DR,39.1077,-84.6881,Sayler Park,6350,239016414,BLACK,MALE,36,NONFATAL,2023,20230613,185000,6/13/2023 6:50:00 PM,Sayler Park
3,1700 Block of WESTWOOD AV,39.1259,-84.5562,South Fairmount,6351,239016428,BLACK,MALE,15,NONFATAL,2023,20230613,230500,6/13/2023 11:05:00 PM,South Fairmount
3,1700 Block of WESTWOOD AV,39.1257,-84.5566,South Fairmount,6352,239016428,BLACK,FEMALE,18,NONFATAL,2023,20230613,230500,6/13/2023 11:05:00 PM,South Fairmount
3,1700 Block of WESTWOOD AV,39.1245,-84.5554,South Fairmount,6353,239016428,BLACK,MALE,15,NONFATAL,2023,20230613,230500,6/13/2023 11:05:00 PM,South Fairmount
3,1700 Block of WESTWOOD AV,39.1244,-84.5553,South Fairmount,6354,239016428,BLACK,MALE,17,NONFATAL,2023,20230613,230500,6/13/2023 11:05:00 PM,South Fairmount
3,2300 Block of HARRISON AV,39.1381,-84.5777,Westwood,6355,239016430,BLACK,FEMALE,19,NONFATAL,2023,20230613,235700,6/13/2023 11:57:00 PM,Westwood
3,2300 Block of HARRISON AV,39.1385,-84.5793,Westwood,6356,239016430,BLACK,MALE,25,NONFATAL,2023,20230613,235700,6/13/2023 11:57:00 PM,Westwood
3,2300 Block of HARRISON AV,39.1379,-84.5781,Westwood,6357,239016430,BLACK,MALE,21,NONFATAL,2023,20230613,235700,6/13/2023 11:57:00 PM,Westwood
3,2300 Block of HARRISON AV,39.1375,-84.579,Westwood,6358,239016430,BLACK,FEMALE,22,NONFATAL,2023,20230613,235700,6/13/2023 11:57:00 PM,Westwood
3,1700 Block of QUEEN CITY AV,39.1267,-84.5564,South Fairmount,6349,239016299,BLACK,MALE,43,FATAL,2023,20230612,114700,6/12/2023 11:47:00 AM,South Fairmount
3,2700 Block of W NORTH BEND RD,39.1894,-84.5755,Mt. Airy,6344,239015527,BLACK,MALE,32,FATAL,2023,20230610,010000,6/10/2023 1:00:00 AM,Mount Airy
4,400 Block of KINGS RUN DR,39.1771,-84.5105,Winton Hills,6347,239016077,BLACK,MALE,25,NONFATAL,2023,20230610,210000,6/10/2023 9:00:00 PM,Spring Grove Village
4,WB  Block of 563 @ 0.6 MM,39.1673,-84.4668,Bond Hill,6348,239016174,BLACK,MALE,4,NONFATAL,2023,20230610,202100,6/10/2023 8:21:00 PM,Bond Hill
2,3400 Block of WOODFORD RD,39.1801,-84.4181,Kennedy Heights,6346,239016073,BLACK,MALE,20,NONFATAL,2023,20230609,213600,6/9/2023 9:36:00 PM,Pleasant Ridge
1,800 Block of W LIBERTY ST,39.1133,-84.5289,West End,6343,239015781,WHITE,MALE,30,NONFATAL,2023,20230607,074100,6/7/2023 7:41:00 AM,West End
2,3600 Block of NEWTON AV,39.1446,-84.4718,Evanston,6342,239015743,BLACK,MALE,33,NONFATAL,2023,20230606,215900,6/6/2023 9:59:00 PM,Evanston
4,7100 Block of READING RD,39.1896,-84.4638,Roselawn,6340,239015435,BLACK,MALE,28,NONFATAL,2023,20230604,045800,6/4/2023 4:58:00 AM,Roselawn
4,7700 Block of READING RD,39.2027,-84.4549,Roselawn,6341,239015438,BLACK,MALE,30,NONFATAL,2023,20230604,054000,6/4/2023 5:40:00 AM,Roselawn
1,1200 Block of LINN ST,39.1079,-84.5283,West End,6333,239015345,BLACK,FEMALE,16,NONFATAL,2023,20230603,004200,6/3/2023 12:42:00 AM,West End
3,900 Block of MANSION AV,39.1089,-84.5656,East Price Hill,6334,239015352,BLACK,MALE,25,NONFATAL,2023,20230603,000500,6/3/2023 12:05:00 AM,East Price Hill
4,4600 Block of KINGS RUN DR,39.1763,-84.5102,Winton Hills,6335,239015406,BLACK,MALE,35,NONFATAL,2023,20230603,195900,6/3/2023 7:59:00 PM,Spring Grove Village
4,4600 Block of KINGS RUN DR,39.176,-84.5095,Winton Hills,6336,239015406,BLACK,MALE,18,NONFATAL,2023,20230603,195900,6/3/2023 7:59:00 PM,Spring Grove Village
4,4600 Block of KINGS RUN DR,39.1753,-84.5095,Winton Hills,6337,239015406,BLACK,MALE,37,NONFATAL,2023,20230603,195900,6/3/2023 7:59:00 PM,Spring Grove Village
3,3300 Block of RIVER RD,39.0854,-84.5788,Riverside_Sedamsville,6525,239031425,UNKNOWN,FEMALE,33,FATAL,2023,20231025,075000,10/25/2023 7:50:00 AM,Riverside
3,3300 Block of RIVER RD,39.085,-84.5803,Riverside_Sedamsville,6526,239031425,BLACK,MALE,32,NONFATAL,2023,20231025,075000,10/25/2023 7:50:00 AM,Riverside
3,3200 Block of BEEKMAN ST,39.1452,-84.5513,South Cumminsville,6524,239031374,BLACK,MALE,14,NONFATAL,2023,20231024,195400,10/24/2023 7:54:00 PM,Millvale
4,3400 Block of READING RD,39.1408,-84.4924,Avondale,6522,239031230,BLACK,MALE,17,NONFATAL,2023,20231023,173000,10/23/2023 5:30:00 PM,Avondale
1,1600 Block of WALNUT ST,39.1122,-84.5135,Over-the-Rhine,6523,239031231,BLACK,MALE,28,NONFATAL,2023,20231023,184000,10/23/2023 6:40:00 PM,OTR
3,2100 Block of W NORTH BEND RD,39.2025,-84.5628,Mt. Airy,6520,239031125,BLACK,MALE,20,NONFATAL,2023,20231022,180500,10/22/2023 6:05:00 PM,College Hill
3,2100 Block of W NORTH BEND RD,39.2032,-84.5624,Mt. Airy,6521,239031125,BLACK,MALE,17,NONFATAL,2023,20231022,180500,10/22/2023 6:05:00 PM,College Hill
3,3100 Block of SUNSHINE AV,39.1439,-84.5785,Westwood,6518,239030959,BLACK,FEMALE,33,NONFATAL,2023,20231021,060000,10/21/2023 6:00:00 AM,Westwood
1,1600 Block of WALNUT ST,39.1136,-84.5138,Over-the-Rhine,6519,239031041,BLACK,MALE,27,FATAL,2023,20231021,210700,10/21/2023 9:07:00 PM,OTR
1,700 Block of DAVID ST,39.1122,-84.5253,West End,6517,239030948,BLACK,MALE,39,FATAL,2023,20231020,205400,10/20/2023 8:54:00 PM,West End
3,800 Block of WOODLAWN AV,39.1065,-84.5684,East Price Hill,6515,239030848,WHITE,FEMALE,26,NONFATAL,2023,20231019,234600,10/19/2023 11:46:00 PM,East Price Hill
3,800 Block of WOODLAWN AV,39.1063,-84.567,East Price Hill,6516,239030848,BLACK,MALE,30,NONFATAL,2023,20231019,234600,10/19/2023 11:46:00 PM,East Price Hill
C,600 Block of MAIN ST,39.1044,-84.511,Downtown,6514,239030712,BLACK,MALE,18,NONFATAL,2023,20231018,192200,10/18/2023 7:22:00 PM,Downtown
1,600 Block of CENTRAL AV,39.1018,-84.5192,West End,6512,239030613,BLACK,MALE,27,NONFATAL,2023,20231017,213500,10/17/2023 9:35:00 PM,West End
3,3100 Block of FERNCREST CT,39.1457,-84.5834,Westwood,6513,239027588,BLACK,MALE,53,FATAL,2023,20231017,201000,10/17/2023 8:10:00 PM,Westwood
3,2800 Block of MONTANA AV,39.1507,-84.5893,Westwood,6510,239030288,BLACK,MALE,11,NONFATAL,2023,20231015,020000,10/15/2023 2:00:00 AM,Westwood
3,6500 Block of OAK KNOLL DR,39.21,-84.5333,College Hill,6511,239030352,BLACK,MALE,18,NONFATAL,2023,20231015,163300,10/15/2023 4:33:00 PM,College Hill
1,1900 Block of FREEMAN AV,39.1174,-84.5314,West End,6509,239030143,BLACK,MALE,41,NONFATAL,2023,20231013,211400,10/13/2023 9:14:00 PM,West End
4,3500 Block of READING RD,39.1452,-84.4892,Avondale,6507,239029969,BLACK,MALE,19,NONFATAL,2023,20231012,122700,10/12/2023 12:27:00 PM,Avondale
3,2500 Block of WILLIAMSBURG DR,39.1554,-84.5631,Roll Hill,6508,239030012,BLACK,FEMALE,22,NONFATAL,2023,20231012,194000,10/12/2023 7:40:00 PM,Villages at Roll Hill
3,1000 Block of WOODLAWN AV,39.1106,-84.5668,East Price Hill,6505,239029844,BLACK,MALE,22,NONFATAL,2023,20231010,184500,10/10/2023 6:45:00 PM,East Price Hill
4,4500 Block of BARBARA PL,39.1662,-84.4818,North Avondale,6192,239000840,BLACK,MALE,39,NONFATAL,2023,20230109,212300,1/9/2023 9:23:00 PM,Paddock Hills
1,2400 Block of PARIS ST,39.1273,-84.5047,Mt. Auburn,6193,239000844,BLACK,MALE,35,NONFATAL,2023,20230109,234400,1/9/2023 11:44:00 PM,Mount Auburn
4,7700 Block of READING RD,39.2039,-84.4562,Roselawn,6190,239000616,BLACK,MALE,34,NONFATAL,2023,20230107,044800,1/7/2023 4:48:00 AM,Roselawn
4,7700 Block of READING RD,39.2034,-84.4542,Roselawn,6191,239000616,BLACK,MALE,32,NONFATAL,2023,20230107,044800,1/7/2023 4:48:00 AM,Roselawn
1,100 Block of E MCMICKEN AV,39.114,-84.5135,Over-the-Rhine,6326,239015124,BLACK,MALE,12,NONFATAL,2023,20230531,162300,5/31/2023 4:23:00 PM,OTR
1,100 Block of E MCMICKEN AV,39.1148,-84.5138,Over-the-Rhine,6327,239015124,BLACK,MALE,15,NONFATAL,2023,20230531,162300,5/31/2023 4:23:00 PM,OTR
1,100 Block of E MCMICKEN AV,39.1145,-84.5152,Over-the-Rhine,6328,239015124,BLACK,MALE,25,NONFATAL,2023,20230531,162300,5/31/2023 4:23:00 PM,OTR
3,2300 Block of QUEBEC RD,39.1249,-84.5619,East Price Hill,6320,239014749,BLACK,MALE,36,NONFATAL,2023,20230528,221000,5/28/2023 10:10:00 PM,South Fairmount
3,2500 Block of W NORTH BEND RD,39.1917,-84.5701,Mt. Airy,6321,239014754,BLACK,MALE,19,NONFATAL,2023,20230528,215000,5/28/2023 9:50:00 PM,Mount Airy
1,2200 Block of READING RD,39.1216,-84.501,Mt. Auburn,6317,239014552,BLACK,MALE,28,NONFATAL,2023,20230527,005300,5/27/2023 12:53:00 AM,Mount Auburn
4,3800 Block of READING RD,39.1546,-84.4826,North Avondale,6318,239014570,BLACK,MALE,34,NONFATAL,2023,20230527,050900,5/27/2023 5:09:00 AM,North Avondale
1,700 Block of CLARK ST,39.1073,-84.5273,West End,6319,239014622,BLACK,MALE,20,NONFATAL,2023,20230527,191000,5/27/2023 7:10:00 PM,West End
C,400 Block of OREGON ST,39.1057,-84.5009,Mt. Adams,6316,239014541,BLACK,MALE,16,NONFATAL,2023,20230526,230500,5/26/2023 11:05:00 PM,Mount Adams
1,00 Block of GREEN ST,39.1151,-84.5167,Over-the-Rhine,6314,239014340,BLACK,MALE,34,NONFATAL,2023,20230525,003600,5/25/2023 12:36:00 AM,OTR
1,1600 Block of HAMER ST,39.1147,-84.5163,Over-the-Rhine,6315,239014378,BLACK,MALE,29,FATAL,2023,20230525,042800,5/25/2023 4:28:00 AM,OTR
4,2900 Block of BELLEVUE AV,39.133,-84.5046,Corryville,6313,239014163,WHITE,MALE,43,FATAL,2023,20230523,151100,5/23/2023 3:11:00 PM,Corryville
3,500 Block of ELBERON AV,39.103,-84.5662,East Price Hill,6306,239013660,BLACK,MALE,18,NONFATAL,2023,20230520,010000,5/20/2023 1:00:00 AM,East Price Hill
3,500 Block of ELBERON AV,39.1032,-84.5654,East Price Hill,6307,239013660,WHITE,MALE,18,NONFATAL,2023,20230520,010000,5/20/2023 1:00:00 AM,East Price Hill
1,200 Block of W MCMICKEN AV,39.1194,-84.5225,Over-the-Rhine,6308,239013697,BLACK,MALE,43,NONFATAL,2023,20230520,101600,5/20/2023 10:16:00 AM,OTR
3,1000 Block of ARCHLAND DR,39.208,-84.5281,College Hill,6309,239013762,BLACK,MALE,11,NONFATAL,2023,20230520,205100,5/20/2023 8:51:00 PM,College Hill
4,5200 Block of HOLLAND DR,39.187,-84.512,Winton Hills,6310,239013764,BLACK,MALE,3,NONFATAL,2023,20230520,180700,5/20/2023 6:07:00 PM,Winton Hills
4,5700 Block of WINNESTE AV,39.1923,-84.5139,Winton Hills,6305,239013601,BLACK,MALE,15,NONFATAL,2023,20230519,161200,5/19/2023 4:12:00 PM,Winton Hills
3,4200 Block of W 8TH ST,39.1077,-84.5899,West Price Hill,6304,239013523,BLACK,MALE,19,NONFATAL,2023,20230518,152200,5/18/2023 3:22:00 PM,West Price Hill
4,3300 Block of CENTRAL PARKWAY,39.1452,-84.5352,Clifton,6301,239013209,BLACK,MALE,34,FATAL,2023,20230515,223000,5/15/2023 10:30:00 PM,Camp Washington
